step,train_loss
6402,3.368833065032959
6403,3.3737409114837646
6404,3.414531707763672
6405,3.334991455078125
6406,3.33514666557312
6407,3.4366183280944824
6408,3.3448891639709473
6409,3.343452215194702
6410,3.3561737537384033
6411,3.366349697113037
6412,3.450728416442871
6413,3.311492443084717
6414,3.3536040782928467
6415,3.3030686378479004
6416,3.3521664142608643
6417,3.357511520385742
6418,3.4339792728424072
6419,3.4598588943481445
6420,3.3988208770751953
6421,3.415325880050659
6422,3.3399529457092285
6423,3.3948347568511963
6424,3.404376745223999
6425,3.388437509536743
6426,3.390394687652588
6427,3.3448450565338135
6428,3.357804298400879
6429,3.421112298965454
6430,3.360320806503296
6431,3.4214084148406982
6432,3.315086603164673
6433,3.4387598037719727
6434,3.4032490253448486
6435,3.436835527420044
6436,3.330821990966797
6437,3.509491205215454
6438,3.4829556941986084
6439,3.377293109893799
6440,3.3895461559295654
6441,3.3551104068756104
6442,3.3354907035827637
6443,3.367879629135132
6444,3.364565849304199
6445,3.4625062942504883
6446,3.402632236480713
6447,3.4136147499084473
6448,3.3551135063171387
6449,3.3873443603515625
6450,3.339263677597046
6451,3.3493754863739014
6452,3.4748895168304443
6453,3.397622585296631
6454,3.3594136238098145
6455,3.436002731323242
6456,3.3663012981414795
6457,3.4579954147338867
6458,3.3410804271698
6459,3.384596347808838
6460,3.358109712600708
6461,3.4250898361206055
6462,3.3111507892608643
6463,3.360320568084717
6464,3.2767248153686523
6465,3.406266450881958
6466,3.4264588356018066
6467,3.3552236557006836
6468,3.4609804153442383
6469,3.3617029190063477
6470,3.3354384899139404
6471,3.3360259532928467
6472,3.380823850631714
6473,3.503080129623413
6474,3.425696611404419
6475,3.390395402908325
6476,3.3537721633911133
6477,3.2711474895477295
6478,3.481282949447632
6479,3.4000015258789062
6480,3.335582733154297
6481,3.392184257507324
6482,3.369029998779297
6483,3.3058106899261475
6484,3.3465182781219482
6485,3.416928768157959
6486,3.41174578666687
6487,3.369476079940796
6488,3.401428461074829
6489,3.431715965270996
6490,3.3646492958068848
6491,3.536862373352051
6492,3.4233312606811523
6493,3.302182674407959
6494,3.4340646266937256
6495,3.377053737640381
6496,3.3265633583068848
6497,3.285234212875366
6498,3.387268543243408
6499,3.3992152214050293
6500,3.3631927967071533
6501,3.4412741661071777
6502,3.449843168258667
6503,3.3632266521453857
6504,3.3394997119903564
6505,3.3950071334838867
6506,3.265437364578247
6507,3.3419244289398193
6508,3.3845129013061523
6509,3.383239507675171
6510,3.4642555713653564
6511,3.4011621475219727
6512,3.3691067695617676
6513,3.4205923080444336
6514,3.3555052280426025
6515,3.4480197429656982
6516,3.4169981479644775
6517,3.415640354156494
6518,3.3502678871154785
6519,3.414245128631592
6520,3.3687825202941895
6521,3.4766671657562256
6522,3.3723955154418945
6523,3.3724002838134766
6524,3.3602285385131836
6525,3.2699499130249023
