step,value,wall_time
516093,2.2324578762054443,1788567143.43241
516094,2.248218059539795,1788567143.5989637
516095,2.2413697242736816,1788567143.766048
516096,2.300917625427246,1788567143.9331508
516097,2.205294370651245,1788567144.1014948
516098,2.251142978668213,1788567144.2710462
516099,2.2939987182617188,1788567144.437993
516100,2.205632209777832,1788567144.6026442
516101,2.232820749282837,1788567144.7728982
516102,2.3467178344726562,1788567144.942017
516103,2.219850778579712,1788567145.108926
516104,2.2309682369232178,1788567145.278433
516105,2.20997953414917,1788567145.447261
516106,2.365558624267578,1788567145.6162703
516107,2.2326252460479736,1788567145.7860954
516108,2.257122278213501,1788567145.9588819
516109,2.2044026851654053,1788567146.12679
516110,2.3838422298431396,1788567146.2928977
516111,2.246293067932129,1788567146.4612858
516112,2.2579569816589355,1788567146.6307821
516113,2.2629916667938232,1788567146.7980988
516114,2.2926530838012695,1788567146.9667664
516115,2.279137134552002,1788567147.1359222
516116,2.2717294692993164,1788567147.3050845
516117,2.27801513671875,1788567147.4739254
516118,2.2311031818389893,1788567147.6436558
516119,2.278665542602539,1788567147.8133705
516120,2.24369740486145,1788567147.9840982
516121,2.225498914718628,1788567148.1530395
516122,2.290038585662842,1788567148.3221748
516123,2.2631442546844482,1788567148.4897232
516124,2.2683498859405518,1788567148.659976
516125,2.2668533325195312,1788567148.8297117
516126,2.2841429710388184,1788567148.9974473
516127,2.2610723972320557,1788567149.167325
516128,2.2383015155792236,1788567149.3376298
516129,2.261263132095337,1788567149.5048385
516130,2.2218706607818604,1788567149.672281
516131,2.2549562454223633,1788567149.841398
516132,2.214282751083374,1788567150.0095787
516133,2.230116605758667,1788567150.1776092
516134,2.278839349746704,1788567150.3469834
516135,2.259208917617798,1788567150.5167675
516136,2.2540645599365234,1788567150.684447
516137,2.300208330154419,1788567150.8532743
516138,2.300825357437134,1788567151.021636
516139,2.2548344135284424,1788567151.1882043
516140,2.2301275730133057,1788567151.354857
516141,2.24527907371521,1788567151.5238745
516142,2.212580919265747,1788567151.69402
516143,2.218508720397949,1788567151.862127
516144,2.306741952896118,1788567152.0321605
516145,2.2495481967926025,1788567152.2015393
516146,2.3021724224090576,1788567152.367921
516147,2.1982829570770264,1788567152.5352185
516148,2.306025505065918,1788567152.705419
516149,2.2290337085723877,1788567152.8743432
516150,2.236562967300415,1788567153.0425801
516151,2.2075095176696777,1788567153.2105498
516152,2.233229160308838,1788567153.3791754
516153,2.239030122756958,1788567153.5465794
516154,2.2478435039520264,1788567153.7170734
516155,2.2230937480926514,1788567153.889458
516156,2.3127803802490234,1788567154.0572913
516157,2.318277359008789,1788567154.2283108
516158,2.2639503479003906,1788567154.3958561
516159,2.281593084335327,1788567154.564054
516160,2.1499297618865967,1788567154.7346087
516161,2.2353572845458984,1788567154.904532
516162,2.252133846282959,1788567155.0727482
516163,2.2659709453582764,1788567155.2434208
516164,2.3393661975860596,1788567155.4146779
516165,2.2324376106262207,1788567155.5868511
516166,2.2798092365264893,1788567155.7578483
516167,2.206055164337158,1788567155.9253888
516168,2.134110450744629,1788567156.0956247
516169,2.2731752395629883,1788567156.265387
516170,2.2815213203430176,1788567156.4307883
516171,2.2188072204589844,1788567156.599751
516172,2.3486993312835693,1788567156.7707608
516173,2.253347396850586,1788567156.940595
516174,2.2481236457824707,1788567157.111205
516175,2.201785087585449,1788567157.2821836
516176,2.2006618976593018,1788567157.4521813
516177,2.27612042427063,1788567157.6232
516178,2.2086617946624756,1788567157.793062
516179,2.2339611053466797,1788567157.961355
516180,2.2599427700042725,1788567158.1306589
516181,2.2825753688812256,1788567158.302461
516182,2.210427761077881,1788567158.4778056
516183,2.27777361869812,1788567158.6477013
516184,2.279151439666748,1788567158.8245158
516185,2.274561882019043,1788567158.9936402
516186,2.2329418659210205,1788567159.165985
516187,2.2516517639160156,1788567159.3368664
516188,2.3135151863098145,1788567159.506226
516189,2.2805283069610596,1788567159.676457
516190,2.255362033843994,1788567159.8447063
516191,2.2380833625793457,1788567160.0155737
516192,2.295010805130005,1788567160.1863484
516193,2.236226797103882,1788567160.3542905
516194,2.241636037826538,1788567160.5240035
516195,2.2758736610412598,1788567160.6950586
516196,2.2300281524658203,1788567160.865877
516197,2.233949661254883,1788567161.0372548
516198,2.2865231037139893,1788567161.2070425
516199,2.223135232925415,1788567161.3786993
516200,2.2510597705841064,1788567161.5499454
516201,2.2606542110443115,1788567163.2170784
516202,2.2206287384033203,1788567163.3899312
516203,2.2489819526672363,1788567163.560403
516204,2.2349328994750977,1788567163.730497
516205,2.245311975479126,1788567163.902521
516206,2.268476724624634,1788567164.071855
516207,2.2785427570343018,1788567164.2432091
516208,2.2464888095855713,1788567164.413172
516209,2.2959275245666504,1788567164.5863864
516210,2.2890431880950928,1788567164.7562463
516211,2.245877265930176,1788567164.9276118
516212,2.221651554107666,1788567165.099405
516213,2.24352765083313,1788567165.2695634
516214,2.235137462615967,1788567165.4424138
516215,2.2223639488220215,1788567165.6136827
516216,2.3065273761749268,1788567165.7856853
516217,2.2775044441223145,1788567165.9553535
516218,2.2937257289886475,1788567166.1276052
516219,2.2526817321777344,1788567166.297898
516220,2.255035161972046,1788567166.4718719
516221,2.234557867050171,1788567166.6440089
516222,2.2140045166015625,1788567166.8174899
516223,2.2487168312072754,1788567166.9882195
516224,2.2138731479644775,1788567167.1588864
516225,2.2415730953216553,1788567167.3312354
516226,2.2403788566589355,1788567167.501637
516227,2.2871479988098145,1788567167.6754804
516228,2.2470579147338867,1788567167.8501492
516229,2.248426914215088,1788567168.0243275
516230,2.2440261840820312,1788567168.1964073
516231,2.3432650566101074,1788567168.3689132
516232,2.2980823516845703,1788567168.5421977
516233,2.258880138397217,1788567168.7142143
516234,2.2490222454071045,1788567168.8880496
516235,2.3027613162994385,1788567169.0609875
516236,2.2616994380950928,1788567169.2354317
516237,2.2531750202178955,1788567169.4070864
516238,2.2594165802001953,1788567169.5813196
516239,2.254624605178833,1788567169.7509224
516240,2.2155404090881348,1788567169.9236727
516241,2.2599661350250244,1788567170.095013
516242,2.316636800765991,1788567170.2670789
516243,2.3129568099975586,1788567170.438579
516244,2.269318103790283,1788567170.6094756
516245,2.2648813724517822,1788567170.7820678
516246,2.2416927814483643,1788567170.9535468
516247,2.2978479862213135,1788567171.1268108
516248,2.310584545135498,1788567171.2981677
516249,2.253054141998291,1788567171.4710648
516250,2.248506546020508,1788567171.6424067
516251,2.262439012527466,1788567171.815364
516252,2.2493221759796143,1788567171.9871502
516253,2.3188819885253906,1788567172.1612616
516254,2.1891372203826904,1788567172.333199
516255,2.229518175125122,1788567172.5076125
516256,2.2997326850891113,1788567172.6792934
516257,2.303781270980835,1788567172.8535645
516258,2.2184057235717773,1788567173.0270479
516259,2.2538068294525146,1788567173.1989062
516260,2.2427496910095215,1788567173.370879
516261,2.2832038402557373,1788567173.5441816
516262,2.2423484325408936,1788567173.7235053
516263,2.1586244106292725,1788567173.8954434
516264,2.2873613834381104,1788567174.0700278
516265,2.266960382461548,1788567174.2454135
516266,2.280883312225342,1788567174.4199052
516267,2.307029962539673,1788567174.5947876
516268,2.270080804824829,1788567174.766812
516269,2.2607192993164062,1788567174.94165
516270,2.2179830074310303,1788567175.1118279
516271,2.243013620376587,1788567175.2859814
516272,2.2143962383270264,1788567175.4584568
516273,2.2292981147766113,1788567175.6323638
516274,2.2275664806365967,1788567175.8040855
516275,2.2504279613494873,1788567175.980834
516276,2.2073614597320557,1788567176.1543984
516277,2.282684803009033,1788567176.327454
516278,2.346968173980713,1788567176.5029452
516279,2.262500524520874,1788567176.6751513
516280,2.2201809883117676,1788567176.8499892
516281,2.2663733959198,1788567177.0225413
516282,2.1986887454986572,1788567177.1974146
516283,2.2990357875823975,1788567177.370243
516284,2.189984083175659,1788567177.5452223
516285,2.276470184326172,1788567177.7205007
516286,2.2454111576080322,1788567177.892415
516287,2.2451069355010986,1788567178.068421
516288,2.2776777744293213,1788567178.2423792
516289,2.242892265319824,1788567178.4174297
516290,2.273005485534668,1788567178.5934944
516291,2.2160019874572754,1788567178.7567773
516292,2.205108880996704,1788567178.9307725
516293,2.1898610591888428,1788567179.1061964
516294,2.259077548980713,1788567179.2789466
516295,2.206618547439575,1788567179.4549313
516296,2.3094327449798584,1788567179.6306274
516297,2.282634973526001,1788567179.8018394
516298,2.2508270740509033,1788567179.9760454
516299,2.2881085872650146,1788567180.148586
516300,2.2067923545837402,1788567180.3229172
516301,2.2453341484069824,1788567180.4963179
516302,2.3313541412353516,1788567180.67139
516303,2.2333266735076904,1788567180.8470483
516304,2.258435010910034,1788567181.020186
516305,2.2999863624572754,1788567181.1959965
516306,2.2346198558807373,1788567181.368466
516307,2.32043719291687,1788567181.5440633
516308,2.327745199203491,1788567181.7175922
516309,2.2711098194122314,1788567181.893964
516310,2.292534112930298,1788567182.0712798
516311,2.268160581588745,1788567182.2467477
516312,2.298124074935913,1788567182.422258
516313,2.276448965072632,1788567182.598598
516314,2.234203338623047,1788567182.7718446
516315,2.2434282302856445,1788567182.94832
516316,2.220247983932495,1788567183.126812
516317,2.2309072017669678,1788567183.3022637
516318,2.1828854084014893,1788567183.479081
516319,2.2409558296203613,1788567183.6547422
516320,2.2950825691223145,1788567183.8290174
516321,2.2942302227020264,1788567184.0053575
516322,2.2433080673217773,1788567184.183203
516323,2.2305564880371094,1788567184.3604789
516324,2.272960901260376,1788567184.5346997
516325,2.2818145751953125,1788567184.7118468
516326,2.255587100982666,1788567184.8882668
516327,2.2796683311462402,1788567185.0613358
516328,2.282292366027832,1788567185.2381854
516329,2.249741554260254,1788567185.4167142
516330,2.285142660140991,1788567185.592944
516331,2.221750497817993,1788567185.7690766
516332,2.254260778427124,1788567185.946581
516333,2.32792592048645,1788567186.121915
516334,2.2866642475128174,1788567186.2980053
516335,2.2911951541900635,1788567186.4746373
516336,2.3030459880828857,1788567186.6519034
516337,2.2245452404022217,1788567186.8271542
516338,2.212428092956543,1788567187.0057101
516339,2.2756690979003906,1788567187.1844172
516340,2.266484260559082,1788567187.3589487
516341,2.23659610748291,1788567187.536288
516342,2.243195056915283,1788567187.7147837
516343,2.276735782623291,1788567187.890972
516344,2.293199062347412,1788567188.0670676
516345,2.2614269256591797,1788567188.2464075
516346,2.2478573322296143,1788567188.4243898
516347,2.2857136726379395,1788567188.6012902
516348,2.200512647628784,1788567188.7862403
516349,2.2317144870758057,1788567188.9622357
516350,2.2457621097564697,1788567189.1406555
516351,2.3028647899627686,1788567189.3188593
516352,2.2332358360290527,1788567189.4952776
516353,2.2943897247314453,1788567189.6730704
516354,2.260425567626953,1788567189.8504357
516355,2.201158285140991,1788567190.0306277
516356,2.20097017288208,1788567190.2109923
516357,2.3146300315856934,1788567190.3876169
516358,2.30072283744812,1788567190.5639606
516359,2.266657590866089,1788567190.7437718
516360,2.237377882003784,1788567190.9237947
516361,2.215466022491455,1788567191.1050453
516362,2.2322793006896973,1788567191.2839677
516363,2.2057435512542725,1788567191.4607623
516364,2.3081095218658447,1788567191.639155
516365,2.258035659790039,1788567191.8182836
516366,2.2951042652130127,1788567191.9991994
516367,2.302227020263672,1788567192.1802504
516368,2.2212421894073486,1788567192.360215
516369,2.2639548778533936,1788567192.5359159
516370,2.261509418487549,1788567192.7140653
516371,2.2643091678619385,1788567192.8935788
516372,2.177640914916992,1788567193.0729995
516373,2.238050699234009,1788567193.2493396
516374,2.254664897918701,1788567193.4268553
516375,2.2911112308502197,1788567193.6051996
516376,2.3029751777648926,1788567193.7863142
516377,2.2374043464660645,1788567193.9656646
516378,2.231203556060791,1788567194.1430485
516379,2.279069423675537,1788567194.3190475
516380,2.2856550216674805,1788567194.4993415
516381,2.27321720123291,1788567194.6811965
516382,2.244797945022583,1788567194.8632314
516383,2.261687755584717,1788567195.0442755
516384,2.2191028594970703,1788567195.2238276
516385,2.2991297245025635,1788567195.4024599
516386,2.2497920989990234,1788567195.5784342
516387,2.2391629219055176,1788567195.7585797
516388,2.2743237018585205,1788567195.9379108
516389,2.2785556316375732,1788567196.117409
516390,2.2460126876831055,1788567196.2964473
516391,2.2144908905029297,1788567196.4728389
516392,2.326101303100586,1788567196.651771
516393,2.21433687210083,1788567196.8319612
516394,2.2115228176116943,1788567197.0131633
516395,2.271897792816162,1788567197.193899
516396,2.274844169616699,1788567197.3758228
516397,2.312045097351074,1788567197.5560215
516398,2.2766852378845215,1788567197.73355
516399,2.2936556339263916,1788567197.9116452
516400,2.1923067569732666,1788567198.091108
516401,2.2911219596862793,1788567199.8213263
516402,2.1999011039733887,1788567199.9992096
516403,2.1798689365386963,1788567200.1802886
516404,2.330152750015259,1788567200.360266
516405,2.316072463989258,1788567200.540307
516406,2.2997872829437256,1788567200.7160087
516407,2.343757152557373,1788567200.8944268
516408,2.28668475151062,1788567201.074207
516409,2.2526774406433105,1788567201.2543864
516410,2.2753043174743652,1788567201.4350777
516411,2.248805284500122,1788567201.6164727
516412,2.250397205352783,1788567201.793741
516413,2.279839515686035,1788567201.9710903
516414,2.222670316696167,1788567202.149084
516415,2.3090198040008545,1788567202.327686
516416,2.199054002761841,1788567202.5051262
516417,2.204937219619751,1788567202.6824052
516418,2.2856082916259766,1788567202.8628097
516419,2.2095277309417725,1788567203.0423846
516420,2.278538227081299,1788567203.2212126
516421,2.1775312423706055,1788567203.398158
516422,2.257495641708374,1788567203.5784333
516423,2.1763620376586914,1788567203.7583487
516424,2.2543258666992188,1788567203.9374492
516425,2.248178720474243,1788567204.1165905
516426,2.2702317237854004,1788567204.293785
516427,2.257706880569458,1788567204.4723554
516428,2.230461597442627,1788567204.6513803
516429,2.22392201423645,1788567204.8297513
516430,2.2231504917144775,1788567205.0060644
516431,2.284487724304199,1788567205.1836076
516432,2.193458318710327,1788567205.3628337
516433,2.2824649810791016,1788567205.5421803
516434,2.241992712020874,1788567205.7177637
516435,2.269662857055664,1788567205.8952024
516436,2.2866477966308594,1788567206.0741
516437,2.2192513942718506,1788567206.2532449
516438,2.361365556716919,1788567206.4276686
516439,2.235619306564331,1788567206.6044803
516440,2.207125663757324,1788567206.783388
516441,2.2509469985961914,1788567206.9621227
516442,2.3076281547546387,1788567207.1363223
516443,2.231224536895752,1788567207.31373
516444,2.2778878211975098,1788567207.491811
516445,2.26857328414917,1788567207.6665769
516446,2.2921695709228516,1788567207.8419163
516447,2.2773141860961914,1788567208.0188625
516448,2.2318344116210938,1788567208.1940365
516449,2.2901320457458496,1788567208.3729339
516450,2.229104518890381,1788567208.5511823
516451,2.299567699432373,1788567208.728212
516452,2.267969846725464,1788567208.9030623
516453,2.2977969646453857,1788567209.0794237
516454,2.2422802448272705,1788567209.2551606
516455,2.2611241340637207,1788567209.4302864
516456,2.205643653869629,1788567209.6099014
516457,2.264199733734131,1788567209.786733
516458,2.352619171142578,1788567209.9602058
516459,2.2828171253204346,1788567210.1374211
516460,2.220707654953003,1788567210.3120852
516461,2.2474982738494873,1788567210.486697
516462,2.289105176925659,1788567210.663922
516463,2.3175315856933594,1788567210.8396468
516464,2.2544050216674805,1788567211.015191
516465,2.264103651046753,1788567211.192063
516466,2.261779546737671,1788567211.365974
516467,2.2695884704589844,1788567211.541812
516468,2.216594696044922,1788567211.7178814
516469,2.254117250442505,1788567211.891655
516470,2.210059642791748,1788567212.0671158
516471,2.193455219268799,1788567212.242052
516472,2.280729293823242,1788567212.4170237
516473,2.24946928024292,1788567212.5928948
516474,2.2506473064422607,1788567212.7660441
516475,2.271940231323242,1788567212.9414585
516476,2.259577512741089,1788567213.1153626
516477,2.2321269512176514,1788567213.2916324
516478,2.304612398147583,1788567213.4671004
516479,2.260960340499878,1788567213.6389017
516480,2.3046486377716064,1788567213.8135614
516481,2.197506904602051,1788567213.9879
516482,2.3110082149505615,1788567214.162841
516483,2.2640435695648193,1788567214.3389678
516484,2.2762644290924072,1788567214.51301
516485,2.228832960128784,1788567214.6882045
516486,2.2876901626586914,1788567214.8622882
516487,2.1602158546447754,1788567215.0376546
516488,2.2342355251312256,1788567215.213884
516489,2.2354331016540527,1788567215.3869567
516490,2.2959256172180176,1788567215.5612404
516491,2.294801950454712,1788567215.7346404
516492,2.2779853343963623,1788567215.9112794
516493,2.22487735748291,1788567216.0871797
516494,2.282025098800659,1788567216.2584558
516495,2.2947335243225098,1788567216.4342
516496,2.247873067855835,1788567216.607201
516497,2.271878242492676,1788567216.7818556
516498,2.367741107940674,1788567216.9560006
516499,2.269355058670044,1788567217.130738
516500,2.241757392883301,1788567217.3062868
516501,2.251394033432007,1788567217.4797518
516502,2.1918551921844482,1788567217.6568787
516503,2.284485340118408,1788567217.832447
516504,2.2713208198547363,1788567218.005384
516505,2.2745680809020996,1788567218.1790395
516506,2.257814407348633,1788567218.3533692
516507,2.2846875190734863,1788567218.5300107
516508,2.195361375808716,1788567218.7036695
516509,2.223496198654175,1788567218.8795884
516510,2.279757261276245,1788567219.0546951
516511,2.240947961807251,1788567219.229103
516512,2.2313857078552246,1788567219.4045498
516513,2.2786247730255127,1788567219.5777333
516514,2.312620162963867,1788567219.7534235
516515,2.2283337116241455,1788567219.9304497
516516,2.2884202003479004,1788567220.1032536
516517,2.2252418994903564,1788567220.2781174
516518,2.246126651763916,1788567220.4511056
516519,2.1678035259246826,1788567220.625118
516520,2.2179741859436035,1788567220.7999418
516521,2.2678236961364746,1788567220.9716518
516522,2.280987501144409,1788567221.146597
516523,2.347867488861084,1788567221.3180492
516524,2.2517435550689697,1788567221.491955
516525,2.3370907306671143,1788567221.6641843
516526,2.282322883605957,1788567221.8392937
516527,2.3282253742218018,1788567222.0115986
516528,2.2469136714935303,1788567222.1876276
516529,2.238872766494751,1788567222.3632927
516530,2.2334344387054443,1788567222.5348732
516531,2.2691121101379395,1788567222.7087479
516532,2.237508773803711,1788567222.8787992
516533,2.237910032272339,1788567223.0514863
516534,2.30454421043396,1788567223.2243354
516535,2.3024442195892334,1788567223.3991473
516536,2.2493834495544434,1788567223.5709739
516537,2.216796398162842,1788567223.7452033
516538,2.2136082649230957,1788567223.9167347
516539,2.2914252281188965,1788567224.0903177
516540,2.227386474609375,1788567224.261865
516541,2.2502174377441406,1788567224.4358234
516542,2.2901997566223145,1788567224.6074784
516543,2.2438392639160156,1788567224.7815275
516544,2.221299648284912,1788567224.9546843
516545,2.3067445755004883,1788567225.128736
516546,2.2315468788146973,1788567225.3012645
516547,2.230403184890747,1788567225.4749584
516548,2.253270149230957,1788567225.647322
516549,2.296928644180298,1788567225.821178
516550,2.2395317554473877,1788567225.99252
516551,2.3144333362579346,1788567226.1668925
516552,2.321284055709839,1788567226.3401518
516553,2.251901149749756,1788567226.513426
516554,2.242375373840332,1788567226.6895666
516555,2.2860095500946045,1788567226.8615336
516556,2.2733209133148193,1788567227.035826
516557,2.266909122467041,1788567227.2066197
516558,2.2026216983795166,1788567227.3797915
516559,2.2568166255950928,1788567227.5503075
516560,2.2724385261535645,1788567227.7226424
516561,2.2661941051483154,1788567227.8927274
516562,2.1545369625091553,1788567228.065844
516563,2.300175428390503,1788567228.238453
516564,2.260850429534912,1788567228.4121459
516565,2.272829294204712,1788567228.5857792
516566,2.2620460987091064,1788567228.7607462
516567,2.286005735397339,1788567228.9308732
516568,2.2106821537017822,1788567229.1032166
516569,2.3338100910186768,1788567229.274852
516570,2.1939361095428467,1788567229.4477055
516571,2.270613193511963,1788567229.6187444
516572,2.2368860244750977,1788567229.7918475
