step,train_loss
128972,2.38566255569458
128973,2.436817169189453
128974,2.484684467315674
128975,2.4410901069641113
128976,2.4593911170959473
128977,2.4036638736724854
128978,2.45182728767395
128979,2.4643263816833496
128980,2.3725194931030273
128981,2.3931238651275635
128982,2.436797857284546
128983,2.4149508476257324
128984,2.4663212299346924
128985,2.3285768032073975
128986,2.4434337615966797
128987,2.438169002532959
128988,2.367924451828003
128989,2.422182559967041
128990,2.4128105640411377
128991,2.4984166622161865
128992,2.462679147720337
128993,2.361544609069824
128994,2.4875731468200684
128995,2.3962440490722656
128996,2.4426867961883545
128997,2.451784372329712
128998,2.3701839447021484
128999,2.4160218238830566
129000,2.4324638843536377
129001,2.4791412353515625
129002,2.3418071269989014
129003,2.452589750289917
129004,2.4924261569976807
129005,2.406447649002075
129006,2.3664417266845703
129007,2.3294410705566406
129008,2.381272792816162
129009,2.4361045360565186
129010,2.355726718902588
129011,2.4801478385925293
129012,2.388134002685547
129013,2.461465835571289
129014,2.360405445098877
129015,2.4024581909179688
129016,2.3922932147979736
129017,2.473149299621582
129018,2.388671398162842
129019,2.3408515453338623
129020,2.4597935676574707
129021,2.4159533977508545
129022,2.5101027488708496
129023,2.327138900756836
129024,2.4368104934692383
129025,2.476069927215576
129026,2.437784194946289
129027,2.4362504482269287
129028,2.4559497833251953
129029,2.474079132080078
129030,2.3830583095550537
129031,2.38720965385437
129032,2.455893039703369
129033,2.3985297679901123
129034,2.434896230697632
129035,2.3968048095703125
129036,2.394455909729004
129037,2.4364635944366455
129038,2.4927597045898438
129039,2.4372940063476562
129040,2.3511078357696533
129041,2.4384384155273438
129042,2.427938938140869
129043,2.3264381885528564
129044,2.410849094390869
129045,2.4167213439941406
129046,2.4630467891693115
129047,2.401174306869507
129048,2.429003953933716
129049,2.445604085922241
129050,2.3842554092407227
129051,2.365067958831787
129052,2.4868369102478027
129053,2.399892807006836
129054,2.40633487701416
129055,2.3431735038757324
129056,2.423855781555176
129057,2.4479548931121826
129058,2.4564521312713623
129059,2.4492783546447754
129060,2.405526876449585
129061,2.4287495613098145
129062,2.4855401515960693
129063,2.364922523498535
129064,2.386603593826294
129065,2.386320114135742
129066,2.4417409896850586
129067,2.3005146980285645
129068,2.463958501815796
129069,2.350093364715576
129070,2.3839871883392334
129071,2.342177152633667
129072,2.380899667739868
129073,2.428403377532959
129074,2.428868055343628
129075,2.3839194774627686
129076,2.3943753242492676
129077,2.408505439758301
129078,2.44512939453125
129079,2.4020092487335205
129080,2.4284627437591553
129081,2.3886399269104004
129082,2.425417900085449
129083,2.3707571029663086
129084,2.4885103702545166
129085,2.379596471786499
129086,2.4588708877563477
129087,2.4980356693267822
129088,2.413285255432129
129089,2.3840935230255127
129090,2.3581624031066895
129091,2.527601718902588
129092,2.4456534385681152
129093,2.4065332412719727
129094,2.3869926929473877
129095,2.417245388031006
129096,2.3791754245758057
129097,2.4399609565734863
129098,2.4598703384399414
129099,2.3759536743164062
129100,2.4141204357147217
129101,2.4844911098480225
129102,2.408982038497925
129103,2.381856679916382
129104,2.467752456665039
129105,2.406332492828369
129106,2.4225223064422607
129107,2.4556379318237305
129108,2.414703130722046
129109,2.372840404510498
129110,2.4974594116210938
129111,2.396573781967163
129112,2.4548499584198
129113,2.442283868789673
129114,2.416085958480835
129115,2.466594934463501
129116,2.481565237045288
129117,2.3967275619506836
129118,2.448596954345703
129119,2.448850393295288
129120,2.4670279026031494
129121,2.380108594894409
129122,2.384183645248413
129123,2.405498743057251
129124,2.4085354804992676
129125,2.4671566486358643
129126,2.4438343048095703
129127,2.382891893386841
129128,2.389392614364624
129129,2.4907305240631104
129130,2.4561283588409424
129131,2.38639497756958
129132,2.445768356323242
129133,2.400839328765869
129134,2.4289345741271973
129135,2.443653106689453
129136,2.3785629272460938
129137,2.4216668605804443
129138,2.3490843772888184
129139,2.472163438796997
129140,2.3648345470428467
129141,2.3888750076293945
129142,2.3848764896392822
129143,2.4261860847473145
129144,2.4400336742401123
129145,2.4808247089385986
129146,2.4293336868286133
129147,2.380436658859253
129148,2.3864188194274902
129149,2.2787539958953857
129150,2.422410726547241
129151,2.3851380348205566
129152,2.412564992904663
129153,2.4414122104644775
129154,2.44701886177063
129155,2.4286019802093506
129156,2.4004173278808594
129157,2.368464469909668
129158,2.342533826828003
129159,2.4119224548339844
129160,2.3756325244903564
129161,2.3625571727752686
129162,2.3841967582702637
129163,2.494284152984619
129164,2.399975299835205
129165,2.350604295730591
129166,2.5009021759033203
129167,2.3967881202697754
129168,2.4461708068847656
129169,2.4282102584838867
129170,2.446031093597412
129171,2.470862865447998
129172,2.4007980823516846
129173,2.4146475791931152
129174,2.464118480682373
129175,2.4095728397369385
129176,2.428776502609253
129177,2.455031156539917
129178,2.3921236991882324
129179,2.343950033187866
129180,2.440631866455078
129181,2.383263111114502
129182,2.400045156478882
129183,2.349740743637085
129184,2.4119300842285156
129185,2.42492413520813
129186,2.4024224281311035
129187,2.3987627029418945
129188,2.4387471675872803
129189,2.424182891845703
129190,2.3934879302978516
129191,2.389522075653076
129192,2.4371399879455566
129193,2.4062743186950684
129194,2.334704637527466
129195,2.4187397956848145
129196,2.4220681190490723
129197,2.440624475479126
129198,2.396893262863159
129199,2.372927665710449
129200,2.3972768783569336
129201,2.391188144683838
129202,2.3945343494415283
129203,2.4473462104797363
129204,2.372814416885376
129205,2.4467406272888184
129206,2.3564953804016113
129207,2.431694269180298
129208,2.4384310245513916
129209,2.458766222000122
129210,2.4386727809906006
129211,2.3953466415405273
129212,2.391209840774536
129213,2.4077818393707275
129214,2.4587528705596924
129215,2.3870620727539062
129216,2.4227452278137207
129217,2.3893141746520996
129218,2.385382890701294
129219,2.484950542449951
129220,2.406346321105957
129221,2.4182705879211426
129222,2.4482789039611816
129223,2.4220049381256104
129224,2.4049367904663086
129225,2.4382762908935547
129226,2.4245645999908447
129227,2.3946521282196045
129228,2.420309543609619
129229,2.409083843231201
129230,2.44429612159729
129231,2.453028678894043
129232,2.3685343265533447
129233,2.506855010986328
129234,2.4780280590057373
129235,2.4316084384918213
129236,2.3505489826202393
129237,2.4357757568359375
129238,2.4309325218200684
129239,2.4535164833068848
129240,2.4139864444732666
129241,2.4069018363952637
129242,2.4001822471618652
129243,2.4283955097198486
129244,2.41129732131958
129245,2.4395322799682617
129246,2.3773412704467773
129247,2.4528257846832275
129248,2.449091911315918
129249,2.390316963195801
129250,2.4883906841278076
129251,2.4487316608428955
129252,2.3883473873138428
129253,2.449195623397827
129254,2.3783674240112305
129255,2.3784360885620117
129256,2.3547186851501465
129257,2.419955253601074
129258,2.403780460357666
129259,2.4214303493499756
129260,2.4033620357513428
129261,2.4877188205718994
129262,2.4422359466552734
129263,2.331166982650757
129264,2.362670421600342
129265,2.3583648204803467
129266,2.3716092109680176
129267,2.393775224685669
129268,2.4874606132507324
129269,2.5167694091796875
129270,2.5355451107025146
129271,2.3979544639587402
129272,2.4171972274780273
129273,2.450608015060425
129274,2.4047510623931885
129275,2.44811749458313
129276,2.3706042766571045
129277,2.388521909713745
129278,2.3649189472198486
129279,2.368137836456299
129280,2.4469528198242188
129281,2.37091326713562
129282,2.4265551567077637
129283,2.5058114528656006
129284,2.3958301544189453
129285,2.4038467407226562
129286,2.401932954788208
129287,2.396440029144287
129288,2.39495587348938
129289,2.3502652645111084
129290,2.3850741386413574
129291,2.3534133434295654
129292,2.4413132667541504
129293,2.4329662322998047
129294,2.4495182037353516
129295,2.454261302947998
129296,2.504694700241089
129297,2.414191961288452
129298,2.422395706176758
129299,2.3953139781951904
129300,2.4965004920959473
129301,2.378401279449463
129302,2.3690950870513916
129303,2.410160779953003
129304,2.3718435764312744
129305,2.3907203674316406
129306,2.435560941696167
129307,2.405428886413574
129308,2.450577974319458
129309,2.4498517513275146
129310,2.432328701019287
129311,2.471461296081543
129312,2.4097628593444824
129313,2.43182373046875
129314,2.332883358001709
129315,2.4495699405670166
129316,2.430382490158081
129317,2.41766357421875
129318,2.392571449279785
129319,2.4215166568756104
129320,2.4009006023406982
129321,2.3679492473602295
129322,2.343517780303955
129323,2.4221596717834473
129324,2.3958635330200195
129325,2.4136393070220947
129326,2.3312649726867676
129327,2.3643686771392822
129328,2.377600908279419
129329,2.4633727073669434
129330,2.392380475997925
129331,2.411137580871582
129332,2.434131383895874
129333,2.502837896347046
129334,2.487034797668457
129335,2.4260318279266357
129336,2.435616970062256
129337,2.4618701934814453
129338,2.388228416442871
129339,2.420786142349243
129340,2.3904600143432617
129341,2.3077926635742188
129342,2.467031478881836
129343,2.441636085510254
129344,2.336425542831421
129345,2.4743919372558594
129346,2.4412190914154053
129347,2.4781863689422607
129348,2.3957278728485107
129349,2.3736412525177
129350,2.4508914947509766
129351,2.380593776702881
129352,2.388847589492798
129353,2.4596176147460938
129354,2.364481210708618
129355,2.426570177078247
129356,2.449526786804199
129357,2.4565114974975586
129358,2.451850652694702
129359,2.432492733001709
129360,2.461775541305542
129361,2.410672187805176
129362,2.4296536445617676
129363,2.4949839115142822
129364,2.3789494037628174
129365,2.354919672012329
129366,2.3985180854797363
129367,2.3738458156585693
129368,2.389012575149536
129369,2.449190616607666
129370,2.5100820064544678
129371,2.435260534286499
129372,2.3979902267456055
129373,2.3879764080047607
129374,2.4576046466827393
129375,2.4473133087158203
129376,2.4121181964874268
129377,2.372593879699707
129378,2.417235851287842
129379,2.452155113220215
129380,2.4843573570251465
129381,2.3895421028137207
129382,2.3884904384613037
129383,2.454350471496582
129384,2.452603340148926
129385,2.3894455432891846
129386,2.347623825073242
129387,2.437955617904663
129388,2.3680667877197266
129389,2.3287196159362793
129390,2.345973491668701
129391,2.481825113296509
129392,2.3826467990875244
129393,2.341325044631958
129394,2.430131435394287
129395,2.429354190826416
129396,2.374213695526123
129397,2.4003214836120605
129398,2.4603683948516846
129399,2.368448257446289
129400,2.4082539081573486
129401,2.3218564987182617
129402,2.3752527236938477
129403,2.4142889976501465
129404,2.423715114593506
129405,2.4754486083984375
129406,2.461179733276367
129407,2.4239654541015625
129408,2.404456853866577
129409,2.3578848838806152
129410,2.4137706756591797
129411,2.4149203300476074
129412,2.3697142601013184
129413,2.447265625
129414,2.374863862991333
129415,2.422070264816284
129416,2.4049065113067627
129417,2.409299850463867
129418,2.422415018081665
129419,2.363661289215088
129420,2.429276943206787
129421,2.4300177097320557
129422,2.401484966278076
129423,2.360356092453003
129424,2.4373738765716553
129425,2.404099464416504
129426,2.367746591567993
129427,2.4422762393951416
129428,2.38689923286438
129429,2.4431750774383545
129430,2.3626534938812256
129431,2.3752708435058594
129432,2.361262321472168
129433,2.433892011642456
129434,2.3773245811462402
129435,2.37760066986084
129436,2.399648427963257
129437,2.457949161529541
129438,2.4530463218688965
129439,2.471492052078247
129440,2.4174904823303223
129441,2.4046928882598877
129442,2.3137447834014893
129443,2.4338276386260986
129444,2.3990426063537598
129445,2.4125473499298096
129446,2.398517370223999
129447,2.4156606197357178
129448,2.4266951084136963
129449,2.4452266693115234
129450,2.4071855545043945
129451,2.3144471645355225
129452,2.456390380859375
129453,2.3878207206726074
129454,2.426525831222534
129455,2.4116218090057373
129456,2.3721938133239746
129457,2.4336888790130615
129458,2.4808976650238037
129459,2.459993600845337
129460,2.4233365058898926
129461,2.4682703018188477
129462,2.404468536376953
129463,2.5312113761901855
129464,2.332045555114746
129465,2.461456060409546
129466,2.399123191833496
129467,2.375281572341919
129468,2.448331117630005
129469,2.441714286804199
129470,2.4097282886505127
129471,2.477534532546997
129472,2.3440678119659424
129473,2.3138415813446045
129474,2.333329439163208
129475,2.356443405151367
129476,2.4152185916900635
129477,2.4066760540008545
129478,2.3860461711883545
129479,2.367809534072876
129480,2.35087251663208
129481,2.356139898300171
129482,2.3477931022644043
129483,2.4517433643341064
129484,2.439725637435913
129485,2.465794563293457
129486,2.451212167739868
